Year_Month,Card_type,Line,Trip
Jan-22,Employee,Newcastle Light Rail,8
Jan-22,Free Travel,Newcastle Light Rail,8
Jan-22,Sgl Trip LR Adult,Newcastle Light Rail,2
Jan-22,Adult,Newcastle Light Rail,279
Jan-22,CTP,Newcastle Light Rail,301
Jan-22,Child/Youth,Newcastle Light Rail,120
Jan-22,Concession,Newcastle Light Rail,48
Jan-22,Senior/Pensioner,Newcastle Light Rail,296
Jan-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Jan-22,Employee,Newcastle Light Rail,16
Jan-22,Free Travel,Newcastle Light Rail,1
Jan-22,Adult,Newcastle Light Rail,402
Jan-22,CTP,Newcastle Light Rail,428
Jan-22,Child/Youth,Newcastle Light Rail,194
Jan-22,Concession,Newcastle Light Rail,30
Jan-22,Employee,Newcastle Light Rail,3
Jan-22,Senior/Pensioner,Newcastle Light Rail,339
Jan-22,Free Travel,Newcastle Light Rail,7
Jan-22,Sgl Trip LR Adult,Newcastle Light Rail,2
Jan-22,Adult,Newcastle Light Rail,334
Jan-22,Day Pass without SAF,Newcastle Light Rail,1
Jan-22,CTP,Newcastle Light Rail,406
Jan-22,Child/Youth,Newcastle Light Rail,139
Jan-22,Concession,Newcastle Light Rail,29
Jan-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,15
Jan-22,Senior/Pensioner,Newcastle Light Rail,302
Jan-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,11
Jan-22,Sgl Trip LR Adult,Newcastle Light Rail,5
Jan-22,Employee,Newcastle Light Rail,2
Jan-22,Free Travel,Newcastle Light Rail,5
Jan-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Jan-22,Senior/Pensioner,Newcastle Light Rail,232
Jan-22,Concession,Newcastle Light Rail,13
Jan-22,Child/Youth,Newcastle Light Rail,98
Jan-22,CTP,Newcastle Light Rail,348
Jan-22,Adult,Newcastle Light Rail,312
Jan-22,Employee,Newcastle Light Rail,8
Jan-22,Free Travel,Newcastle Light Rail,7
Jan-22,Sgl Trip LR Adult,Newcastle Light Rail,3
Jan-22,Adult,Newcastle Light Rail,366
Jan-22,CTP,Newcastle Light Rail,376
Jan-22,Child/Youth,Newcastle Light Rail,123
Jan-22,Concession,Newcastle Light Rail,24
Jan-22,Senior/Pensioner,Newcastle Light Rail,307
Jan-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,22
Feb-22,Employee,Newcastle Light Rail,7
Feb-22,Free Travel,Newcastle Light Rail,10
Feb-22,Sgl Trip LR Adult,Newcastle Light Rail,2
Feb-22,Senior/Pensioner,Newcastle Light Rail,348
Feb-22,School Student,Newcastle Light Rail,73
Feb-22,Adult,Newcastle Light Rail,344
Feb-22,CTP,Newcastle Light Rail,355
Feb-22,Child/Youth,Newcastle Light Rail,25
Feb-22,Concession,Newcastle Light Rail,70
Feb-22,Employee,Newcastle Light Rail,4
Feb-22,Free Travel,Newcastle Light Rail,5
Feb-22,Sgl Trip LR Adult,Newcastle Light Rail,6
Feb-22,Senior/Pensioner,Newcastle Light Rail,266
Feb-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,6
Feb-22,Adult,Newcastle Light Rail,343
Feb-22,CTP,Newcastle Light Rail,453
Feb-22,Child/Youth,Newcastle Light Rail,133
Feb-22,Concession,Newcastle Light Rail,28
Feb-22,Employee,Newcastle Light Rail,9
Feb-22,Free Travel,Newcastle Light Rail,4
Feb-22,Sgl Trip LR Adult,Newcastle Light Rail,7
Feb-22,Senior/Pensioner,Newcastle Light Rail,493
Feb-22,School Student,Newcastle Light Rail,77
Feb-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,3
Feb-22,Adult,Newcastle Light Rail,469
Feb-22,CTP,Newcastle Light Rail,485
Feb-22,Child/Youth,Newcastle Light Rail,36
Feb-22,Concession,Newcastle Light Rail,74
Feb-22,Employee,Newcastle Light Rail,22
Feb-22,Free Travel,Newcastle Light Rail,6
Feb-22,Sgl Trip LR Adult,Newcastle Light Rail,5
Feb-22,Senior/Pensioner,Newcastle Light Rail,538
Feb-22,School Student,Newcastle Light Rail,66
Feb-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,2
Feb-22,Adult,Newcastle Light Rail,561
Feb-22,CTP,Newcastle Light Rail,843
Feb-22,Child/Youth,Newcastle Light Rail,66
Feb-22,Concession,Newcastle Light Rail,107
Feb-22,Employee,Newcastle Light Rail,5
Feb-22,Free Travel,Newcastle Light Rail,4
Feb-22,Sgl Trip LR Adult,Newcastle Light Rail,8
Feb-22,Senior/Pensioner,Newcastle Light Rail,342
Feb-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,5
Feb-22,Adult,Newcastle Light Rail,373
Feb-22,CTP,Newcastle Light Rail,610
Feb-22,Child/Youth,Newcastle Light Rail,116
Feb-22,Concession,Newcastle Light Rail,46
Feb-22,Employee,Newcastle Light Rail,13
Feb-22,Free Travel,Newcastle Light Rail,6
Feb-22,Sgl Trip LR Adult,Newcastle Light Rail,5
Feb-22,Senior/Pensioner,Newcastle Light Rail,362
Feb-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,8
Feb-22,Adult,Newcastle Light Rail,471
Feb-22,CTP,Newcastle Light Rail,723
Feb-22,Child/Youth,Newcastle Light Rail,96
Feb-22,Employee,Newcastle Light Rail,4
Feb-22,Concession,Newcastle Light Rail,34
Feb-22,Free Travel,Newcastle Light Rail,2
Feb-22,Sgl Trip LR Adult,Newcastle Light Rail,5
Feb-22,Senior/Pensioner,Newcastle Light Rail,319
Feb-22,School Student,Newcastle Light Rail,15
Feb-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Feb-22,Adult,Newcastle Light Rail,321
Feb-22,CTP,Newcastle Light Rail,387
Feb-22,Child/Youth,Newcastle Light Rail,28
Feb-22,Concession,Newcastle Light Rail,73
Feb-22,Employee,Newcastle Light Rail,16
Feb-22,Free Travel,Newcastle Light Rail,5
Feb-22,Senior/Pensioner,Newcastle Light Rail,309
Feb-22,School Student,Newcastle Light Rail,60
Feb-22,Adult,Newcastle Light Rail,427
Feb-22,CTP,Newcastle Light Rail,522
Feb-22,Child/Youth,Newcastle Light Rail,38
Feb-22,Concession,Newcastle Light Rail,210
Feb-22,Employee,Newcastle Light Rail,9
Feb-22,Free Travel,Newcastle Light Rail,5
Feb-22,Sgl Trip LR Adult,Newcastle Light Rail,2
Feb-22,Senior/Pensioner,Newcastle Light Rail,248
Feb-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Feb-22,Adult,Newcastle Light Rail,345
Feb-22,CTP,Newcastle Light Rail,421
Feb-22,Child/Youth,Newcastle Light Rail,73
Feb-22,Concession,Newcastle Light Rail,43
Feb-22,Employee,Newcastle Light Rail,21
Feb-22,Day Pass without SAF,Newcastle Light Rail,2
Feb-22,Free Travel,Newcastle Light Rail,11
Feb-22,Senior/Pensioner,Newcastle Light Rail,552
Feb-22,School Student,Newcastle Light Rail,56
Feb-22,Adult,Newcastle Light Rail,539
Feb-22,CTP,Newcastle Light Rail,514
Feb-22,Child/Youth,Newcastle Light Rail,25
Feb-22,Concession,Newcastle Light Rail,75
Feb-22,Employee,Newcastle Light Rail,12
Feb-22,Free Travel,Newcastle Light Rail,2
Feb-22,Sgl Trip LR Adult,Newcastle Light Rail,2
Feb-22,Senior/Pensioner,Newcastle Light Rail,364
Feb-22,School Student,Newcastle Light Rail,39
Feb-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Feb-22,Adult,Newcastle Light Rail,395
Feb-22,CTP,Newcastle Light Rail,548
Feb-22,Child/Youth,Newcastle Light Rail,43
Feb-22,Concession,Newcastle Light Rail,66
Feb-22,Employee,Newcastle Light Rail,11
Feb-22,Free Travel,Newcastle Light Rail,2
Feb-22,Sgl Trip LR Adult,Newcastle Light Rail,2
Feb-22,Senior/Pensioner,Newcastle Light Rail,384
Feb-22,School Student,Newcastle Light Rail,47
Feb-22,Adult,Newcastle Light Rail,412
Feb-22,CTP,Newcastle Light Rail,405
Feb-22,Child/Youth,Newcastle Light Rail,72
Feb-22,Concession,Newcastle Light Rail,51
Feb-22,Employee,Newcastle Light Rail,9
Feb-22,Free Travel,Newcastle Light Rail,3
Feb-22,Senior/Pensioner,Newcastle Light Rail,558
Feb-22,School Student,Newcastle Light Rail,81
Feb-22,Adult,Newcastle Light Rail,412
Feb-22,CTP,Newcastle Light Rail,517
Feb-22,Child/Youth,Newcastle Light Rail,56
Feb-22,Concession,Newcastle Light Rail,70
Feb-22,Employee,Newcastle Light Rail,7
Feb-22,Free Travel,Newcastle Light Rail,6
Feb-22,Sgl Trip LR Adult,Newcastle Light Rail,6
Feb-22,Senior/Pensioner,Newcastle Light Rail,312
Feb-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Feb-22,Adult,Newcastle Light Rail,369
Feb-22,CTP,Newcastle Light Rail,537
Feb-22,Child/Youth,Newcastle Light Rail,125
Feb-22,Concession,Newcastle Light Rail,42
Feb-22,Employee,Newcastle Light Rail,19
Feb-22,Free Travel,Newcastle Light Rail,2
Feb-22,Sgl Trip LR Adult,Newcastle Light Rail,3
Feb-22,Senior/Pensioner,Newcastle Light Rail,334
Feb-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,1
Feb-22,Adult,Newcastle Light Rail,318
Feb-22,CTP,Newcastle Light Rail,684
Feb-22,Child/Youth,Newcastle Light Rail,74
Feb-22,Concession,Newcastle Light Rail,61
Feb-22,Employee,Newcastle Light Rail,13
Feb-22,Free Travel,Newcastle Light Rail,5
Feb-22,Sgl Trip LR Adult,Newcastle Light Rail,5
Feb-22,Senior/Pensioner,Newcastle Light Rail,447
Feb-22,School Student,Newcastle Light Rail,78
Feb-22,Sgl Trip LR Child/Youth,Newcastle Light Rail,4
Feb-22,Adult,Newcastle Light Rail,490
Feb-22,CTP,Newcastle Light Rail,491
Feb-22,Child/Youth,Newcastle Light Rail,30
Feb-22,Concession,Newcastle Light Rail,79
Feb-22,Employee,Newcastle Light Rail,10
Feb-22,Free Travel,Newcastle Light Rail,9
